Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0111","Wheat","2021","2021","1000 USD","1850964","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0111","Wheat","2021","2021","t","1129348.65","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0111","Wheat","2021","2021","1000 USD","284037","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0111","Wheat","2022","2022","t","5716592.14","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0111","Wheat","2022","2022","1000 USD","2264152","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0111","Wheat","2022","2022","t","3072779.16","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0111","Wheat","2022","2022","1000 USD","967323","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5610","Import quantity","0111","Wheat","2023","2023","t","4180827.4","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","0111","Wheat","2023","2023","1000 USD","1409706","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5910","Export quantity","0111","Wheat","2023","2023","t","2354625.26","A","Official value",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","0111","Wheat","2023","2023","1000 USD","724301","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0113","Rice","2020","2020","t","9568.37","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0113","Rice","2020","2020","1000 USD","10933","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","0113","Rice","2020","2020","t","0.01","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","0113","Rice","2020","2020","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0113","Rice","2021","2021","t","1635.86","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0113","Rice","2021","2021","1000 USD","1101","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0113","Rice","2022","2022","t","770.31","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0113","Rice","2022","2022","1000 USD","678","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0113","Rice","2023","2023","t","1392.03","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0113","Rice","2023","2023","1000 USD","1332","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","23161.02","Rice, milled","2020","2020","t","988933.51","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","23161.02","Rice, milled","2020","2020","1000 USD","247758","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","23161.02","Rice, milled","2021","2021","t","1106686.56","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","23161.02","Rice, milled","2021","2021","1000 USD","567735","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","23161.02","Rice, milled","2021","2021","t","22.89","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","23161.02","Rice, milled","2021","2021","1000 USD","29","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","23161.02","Rice, milled","2022","2022","t","688051.96","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","23161.02","Rice, milled","2022","2022","1000 USD","371398","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","23161.02","Rice, milled","2023","2023","t","341803.95","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","23161.02","Rice, milled","2023","2023","1000 USD","190491","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","23161.02","Rice, milled","2023","2023","t","219.35","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","23161.02","Rice, milled","2023","2023","1000 USD","112","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","1337159.15","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","316529","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","0.01","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","1400438.06","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","686542","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","22.91","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","29","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","884458.04","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","453870","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","25","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","2","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","430851.88","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","226216","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","219.35","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","112","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0141","Soya beans","2020","2020","t","9.42","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0141","Soya beans","2020","2020","1000 USD","293","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","0141","Soya beans","2020","2020","t","67627.5","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","0141","Soya beans","2020","2020","1000 USD","39118","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0141","Soya beans","2021","2021","t","3.37","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0141","Soya beans","2021","2021","1000 USD","484","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","0141","Soya beans","2021","2021","t","59121.38","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","0141","Soya beans","2021","2021","1000 USD","43273","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0141","Soya beans","2022","2022","t","2.64","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0141","Soya beans","2022","2022","1000 USD","162","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","0141","Soya beans","2022","2022","t","53705.25","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","0141","Soya beans","2022","2022","1000 USD","44734","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0141","Soya beans","2023","2023","t","3.94","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0141","Soya beans","2023","2023","1000 USD","157","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","0141","Soya beans","2023","2023","t","207604.4","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","0141","Soya beans","2023","2023","1000 USD","130247","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0111","Wheat","2020","2020","t","1054865.9","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0111","Wheat","2020","2020","1000 USD","429902","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","0111","Wheat","2020","2020","t","0.3","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","0111","Wheat","2020","2020","1000 USD","1","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0111","Wheat","2021","2021","t","1836360.63","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0111","Wheat","2021","2021","1000 USD","938626","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0111","Wheat","2022","2022","t","1394605.55","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0111","Wheat","2022","2022","1000 USD","865778","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5910","Export quantity","0111","Wheat","2022","2022","t","0.03","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5922","Export value","0111","Wheat","2022","2022","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5610","Import quantity","0111","Wheat","2023","2023","t","566791.23","A","Official value",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","0111","Wheat","2023","2023","1000 USD","337763","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2020","2020","t","0.3","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2020","2020","1000 USD","3","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2020","2020","t","414411.78","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2020","2020","1000 USD","136318","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2021","2021","t","228.31","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2021","2021","1000 USD","368","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2021","2021","t","691012.9","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2021","2021","1000 USD","209719","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2022","2022","t","1.41","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2022","2022","1000 USD","7","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2022","2022","t","460635.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2022","2022","1000 USD","150513","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2023","2023","t","31.26","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2023","2023","1000 USD","119","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2023","2023","t","444995.63","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2023","2023","1000 USD","155910","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23161.02","Rice, milled","2020","2020","t","3800.76","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23161.02","Rice, milled","2020","2020","1000 USD","2743","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23161.02","Rice, milled","2020","2020","t","12993121.73","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23161.02","Rice, milled","2020","2020","1000 USD","7484136","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23161.02","Rice, milled","2021","2021","t","2961.07","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23161.02","Rice, milled","2021","2021","1000 USD","2455","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23161.02","Rice, milled","2021","2021","t","16941723.33","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23161.02","Rice, milled","2021","2021","1000 USD","8361333","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23161.02","Rice, milled","2022","2022","t","11430.98","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23161.02","Rice, milled","2022","2022","1000 USD","7106","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23161.02","Rice, milled","2022","2022","t","17866081.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23161.02","Rice, milled","2022","2022","1000 USD","9400160","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23161.02","Rice, milled","2023","2023","t","5962.08","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23161.02","Rice, milled","2023","2023","1000 USD","5207","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23161.02","Rice, milled","2023","2023","t","16325729.67","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23161.02","Rice, milled","2023","2023","1000 USD","9914203","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","4434.8","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","3323","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","14462833.1","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","7980028","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","3649.63","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","3240","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","21034658.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","9623557","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","11797.9","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","7419","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","22073746.66","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","10766623","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","5997.4","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","5339","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","17696955.46","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","10453280","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0141","Soya beans","2020","2020","t","505223.2","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0141","Soya beans","2020","2020","1000 USD","292094","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0141","Soya beans","2020","2020","t","72020.55","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0141","Soya beans","2020","2020","1000 USD","44126","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0141","Soya beans","2021","2021","t","614922.75","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0141","Soya beans","2021","2021","1000 USD","488367","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0141","Soya beans","2021","2021","t","24477.92","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0141","Soya beans","2021","2021","1000 USD","19988","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0141","Soya beans","2022","2022","t","489574.93","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0141","Soya beans","2022","2022","1000 USD","416441","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0141","Soya beans","2022","2022","t","54393.26","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0141","Soya beans","2022","2022","1000 USD","50343","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0141","Soya beans","2023","2023","t","724938.63","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0141","Soya beans","2023","2023","1000 USD","457079","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0141","Soya beans","2023","2023","t","22477.34","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0141","Soya beans","2023","2023","1000 USD","18116","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0111","Wheat","2020","2020","t","221.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0111","Wheat","2020","2020","1000 USD","67","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0111","Wheat","2020","2020","t","928683.78","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0111","Wheat","2020","2020","1000 USD","243067","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0111","Wheat","2021","2021","t","56.66","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0111","Wheat","2021","2021","1000 USD","25","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0111","Wheat","2021","2021","t","6090607.37","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0111","Wheat","2021","2021","1000 USD","1723431","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0111","Wheat","2022","2022","t","49.56","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0111","Wheat","2022","2022","1000 USD","26","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0111","Wheat","2022","2022","t","6798598.3","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0111","Wheat","2022","2022","1000 USD","2130739","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0111","Wheat","2023","2023","t","85007.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0111","Wheat","2023","2023","1000 USD","31815","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0111","Wheat","2023","2023","t","157566.49","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0111","Wheat","2023","2023","1000 USD","48234","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0113","Rice","2020","2020","t","16455.08","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0113","Rice","2020","2020","1000 USD","4640","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","0113","Rice","2020","2020","t","21.43","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","0113","Rice","2020","2020","1000 USD","61","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0113","Rice","2021","2021","t","31118.34","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0113","Rice","2021","2021","1000 USD","10055","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","0113","Rice","2021","2021","t","61.56","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","0113","Rice","2021","2021","1000 USD","17","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0113","Rice","2022","2022","t","1524.03","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0113","Rice","2022","2022","1000 USD","448","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","0113","Rice","2022","2022","t","10.31","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","0113","Rice","2022","2022","1000 USD","6","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0113","Rice","2023","2023","t","99.68","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0113","Rice","2023","2023","1000 USD","226","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","0113","Rice","2023","2023","t","6.31","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","0113","Rice","2023","2023","1000 USD","7","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","23161.02","Rice, milled","2020","2020","t","582129.58","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","23161.02","Rice, milled","2020","2020","1000 USD","240306","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","23161.02","Rice, milled","2020","2020","t","134.16","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","23161.02","Rice, milled","2020","2020","1000 USD","69","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","23161.02","Rice, milled","2021","2021","t","596175.32","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","23161.02","Rice, milled","2021","2021","1000 USD","271992","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","23161.02","Rice, milled","2021","2021","t","68.77","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","23161.02","Rice, milled","2021","2021","1000 USD","56","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","23161.02","Rice, milled","2022","2022","t","670579.98","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","23161.02","Rice, milled","2022","2022","1000 USD","288285","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","23161.02","Rice, milled","2022","2022","t","135.12","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","23161.02","Rice, milled","2022","2022","1000 USD","92","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","23161.02","Rice, milled","2023","2023","t","869406.41","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","23161.02","Rice, milled","2023","2023","1000 USD","351505","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","23161.02","Rice, milled","2023","2023","t","1314.91","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","23161.02","Rice, milled","2023","2023","1000 USD","939","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","598689.67","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","246721","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2020","2020","t","428.66","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2020","2020","1000 USD","320","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","618642.81","E","Estimated value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","283018","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2021","2021","t","399.97","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2021","2021","1000 USD","191","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","676166.65","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","290969","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2022","2022","t","184.61","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2022","2022","1000 USD","145","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","935894.68","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","389984","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","F0030","Rice, paddy (rice milled equivalent)","2023","2023","t","1372.73","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","F0030","Rice, paddy (rice milled equivalent)","2023","2023","1000 USD","1007","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0141","Soya beans","2020","2020","t","23335.62","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0141","Soya beans","2020","2020","1000 USD","10135","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","0141","Soya beans","2020","2020","t","1.38","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","0141","Soya beans","2020","2020","1000 USD","1","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0141","Soya beans","2021","2021","t","1750.49","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0141","Soya beans","2021","2021","1000 USD","883","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","0141","Soya beans","2021","2021","t","302.59","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","0141","Soya beans","2021","2021","1000 USD","384","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0141","Soya beans","2022","2022","t","1482.06","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0141","Soya beans","2022","2022","1000 USD","505","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","0141","Soya beans","2022","2022","t","3.26","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","0141","Soya beans","2022","2022","1000 USD","6","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0141","Soya beans","2023","2023","t","1122.22","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0141","Soya beans","2023","2023","1000 USD","288","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5910","Export quantity","0141","Soya beans","2023","2023","t","22.61","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5922","Export value","0141","Soya beans","2023","2023","1000 USD","15","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5610","Import quantity","0111","Wheat","2020","2020","t","1882399.73","A","Official value",""
"TCL","Crops and livestock products","404","Kenya","5622","Import value","0111","Wheat","2020","2020","1000 USD","458151","A","Official value",""
